interacting_pair	gene_a	gene_b	tissue	region
TENM2_ADGRL1	TENM2	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL1	TENM3	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL1	TENM4	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
FLRT1_ADGRL3	FLRT1	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
FLRT2_ADGRL3	FLRT2	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
FLRT3_ADGRL3	FLRT3	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL3	TENM1	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL3	TENM2	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL3	TENM3	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL3	TENM4	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
FLRT3_ADGRL2	FLRT3	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL2	TENM1	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL2	TENM2	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL2	TENM3	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL2	TENM4	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
GAL_GALR1	GAL	GALR1	large_intestine	HBM942.WHFC.488_reg001
GALP_GALR1	GALP	GALR1	large_intestine	HBM942.WHFC.488_reg001
GAL_GALR2	GAL	GALR2	large_intestine	HBM942.WHFC.488_reg001
GALP_GALR2	GALP	GALR2	large_intestine	HBM942.WHFC.488_reg001
LGALS3_MERTK	LGALS3	MERTK	large_intestine	HBM942.WHFC.488_reg001
GAS6_MERTK	GAS6	MERTK	large_intestine	HBM942.WHFC.488_reg001
LGALS9_HAVCR2	LGALS9	HAVCR2	large_intestine	HBM942.WHFC.488_reg001
LGALS9_P4HB	LGALS9	P4HB	large_intestine	HBM942.WHFC.488_reg001
GIP_GIPR	GIP	GIPR	large_intestine	HBM942.WHFC.488_reg001
NMB_NMBR	NMB	NMBR	large_intestine	HBM942.WHFC.488_reg001
GAS6_AXL	GAS6	AXL	large_intestine	HBM942.WHFC.488_reg001
GAS6_TYRO3	GAS6	TYRO3	large_intestine	HBM942.WHFC.488_reg001
GHRH_GHRHR	GHRH	GHRHR	large_intestine	HBM942.WHFC.488_reg001
GHRL_GHRHR	GHRL	GHRHR	large_intestine	HBM942.WHFC.488_reg001
GHRL_GPR39	GHRL	GPR39	large_intestine	HBM942.WHFC.488_reg001
HLA-E_KLRC1	HLA-E	KLRC1	large_intestine	HBM942.WHFC.488_reg001
HLA-E_KLRC2	HLA-E	KLRC2	large_intestine	HBM942.WHFC.488_reg001
HLA-E_KLRK1	HLA-E	KLRK1	large_intestine	HBM942.WHFC.488_reg001
HLA-F_LILRB1	HLA-F	LILRB1	large_intestine	HBM942.WHFC.488_reg001
HLA-G_LILRB1	HLA-G	LILRB1	large_intestine	HBM942.WHFC.488_reg001
HLA-F_LILRB2	HLA-F	LILRB2	large_intestine	HBM942.WHFC.488_reg001
HLA-G_LILRB2	HLA-G	LILRB2	large_intestine	HBM942.WHFC.488_reg001
INSL5_RXFP4	INSL5	RXFP4	large_intestine	HBM942.WHFC.488_reg001
KNG1_RXFP4	KNG1	RXFP4	large_intestine	HBM942.WHFC.488_reg001
RLN3_RXFP4	RLN3	RXFP4	large_intestine	HBM942.WHFC.488_reg001
IGF1_IGF1R	IGF1	IGF1R	large_intestine	HBM942.WHFC.488_reg001
IGF2_IGF1R	IGF2	IGF1R	large_intestine	HBM942.WHFC.488_reg001
IGF2_IGF2R	IGF2	IGF2R	large_intestine	HBM942.WHFC.488_reg001
IGFBP3_TMEM219	IGFBP3	TMEM219	large_intestine	HBM942.WHFC.488_reg001
IGFL1_IGFLR1	IGFL1	IGFLR1	large_intestine	HBM942.WHFC.488_reg001
IGFL2_IGFLR1	IGFL2	IGFLR1	large_intestine	HBM942.WHFC.488_reg001
IGFL3_IGFLR1	IGFL3	IGFLR1	large_intestine	HBM942.WHFC.488_reg001
IL1RAP_PTPRF	IL1RAP	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRRC4B_PTPRF	LRRC4B	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRRC4C_PTPRF	LRRC4C	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRFN4_PTPRF	LRFN4	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRFN5_PTPRF	LRFN5	PTPRF	large_intestine	HBM942.WHFC.488_reg001
KNG1_BDKRB1	KNG1	BDKRB1	large_intestine	HBM942.WHFC.488_reg001
KNG1_BDKRB2	KNG1	BDKRB2	large_intestine	HBM942.WHFC.488_reg001
LEFTY1_TDGF1	LEFTY1	TDGF1	large_intestine	HBM942.WHFC.488_reg001
LEFTY2_TDGF1	LEFTY2	TDGF1	large_intestine	HBM942.WHFC.488_reg001
CLEC2A_KLRF2	CLEC2A	KLRF2	large_intestine	HBM942.WHFC.488_reg001
CLEC2B_KLRF1	CLEC2B	KLRF1	large_intestine	HBM942.WHFC.488_reg001
LRRC4B_PTPRD	LRRC4B	PTPRD	large_intestine	HBM942.WHFC.488_reg001
LRFN4_PTPRD	LRFN4	PTPRD	large_intestine	HBM942.WHFC.488_reg001
LRFN5_PTPRD	LRFN5	PTPRD	large_intestine	HBM942.WHFC.488_reg001
NLGN3_PTPRD	NLGN3	PTPRD	large_intestine	HBM942.WHFC.488_reg001
SLITRK1_PTPRD	SLITRK1	PTPRD	large_intestine	HBM942.WHFC.488_reg001
SLITRK2_PTPRD	SLITRK2	PTPRD	large_intestine	HBM942.WHFC.488_reg001
SLITRK3_PTPRD	SLITRK3	PTPRD	large_intestine	HBM942.WHFC.488_reg001
LTB_LTBR	LTB	LTBR	large_intestine	HBM942.WHFC.488_reg001
TNFSF14_LTBR	TNFSF14	LTBR	large_intestine	HBM942.WHFC.488_reg001
LPAR1_ADGRE5	LPAR1	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
LPAR2_ADGRE5	LPAR2	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
LPAR3_ADGRE5	LPAR3	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
THY1_ADGRE5	THY1	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
MDK_ALK	MDK	ALK	large_intestine	HBM942.WHFC.488_reg001
PTN_ALK	PTN	ALK	large_intestine	HBM942.WHFC.488_reg001
MDK_PTPRZ1	MDK	PTPRZ1	large_intestine	HBM942.WHFC.488_reg001
PTN_PTPRZ1	PTN	PTPRZ1	large_intestine	HBM942.WHFC.488_reg001
NECTIN3_PVR	NECTIN3	PVR	large_intestine	HBM942.WHFC.488_reg001
NTN1_DCC	NTN1	DCC	large_intestine	HBM942.WHFC.488_reg001
NTN1_UNC5A	NTN1	UNC5A	large_intestine	HBM942.WHFC.488_reg001
NTN1_UNC5B	NTN1	UNC5B	large_intestine	HBM942.WHFC.488_reg001
NTN4_UNC5B	NTN4	UNC5B	large_intestine	HBM942.WHFC.488_reg001
NTN1_UNC5C	NTN1	UNC5C	large_intestine	HBM942.WHFC.488_reg001
NRXN1_DAG1	NRXN1	DAG1	large_intestine	HBM942.WHFC.488_reg001
NRXN2_DAG1	NRXN2	DAG1	large_intestine	HBM942.WHFC.488_reg001
NMS_NMUR2	NMS	NMUR2	large_intestine	HBM942.WHFC.488_reg001
NMU_NMUR2	NMU	NMUR2	large_intestine	HBM942.WHFC.488_reg001
NPFF_NPFFR1	NPFF	NPFFR1	large_intestine	HBM942.WHFC.488_reg001
NPFF_NPFFR2	NPFF	NPFFR2	large_intestine	HBM942.WHFC.488_reg001
NTF3_NTRK3	NTF3	NTRK3	large_intestine	HBM942.WHFC.488_reg001
CNTN1_NOTCH1	CNTN1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
DLK1_NOTCH1	DLK1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH1	DLL1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
DLL3_NOTCH1	DLL3	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH1	DLL4	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH1	JAG1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
JAG2_NOTCH1	JAG2	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
CNTN1_NOTCH2	CNTN1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLK1_NOTCH2	DLK1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH2	DLL1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL3_NOTCH2	DLL3	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH2	DLL4	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH2	JAG1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
JAG2_NOTCH2	JAG2	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLK1_NOTCH3	DLK1	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH3	DLL1	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
DLL3_NOTCH3	DLL3	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH3	DLL4	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH3	JAG1	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
JAG2_NOTCH3	JAG2	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
DLK1_NOTCH4	DLK1	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH4	DLL1	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
DLL3_NOTCH4	DLL3	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH4	DLL4	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH4	JAG1	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
JAG2_NOTCH4	JAG2	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
PENK_OPRD1	PENK	OPRD1	large_intestine	HBM942.WHFC.488_reg001
PENK_OPRM1	PENK	OPRM1	large_intestine	HBM942.WHFC.488_reg001
PNOC_OPRL1	PNOC	OPRL1	large_intestine	HBM942.WHFC.488_reg001
HCRT_HCRTR1	HCRT	HCRTR1	large_intestine	HBM942.WHFC.488_reg001
HCRT_HCRTR2	HCRT	HCRTR2	large_intestine	HBM942.WHFC.488_reg001
OXT_AVPR1A	OXT	AVPR1A	large_intestine	HBM942.WHFC.488_reg001
AVP_AVPR1A	AVP	AVPR1A	large_intestine	HBM942.WHFC.488_reg001
OXT_AVPR1B	OXT	AVPR1B	large_intestine	HBM942.WHFC.488_reg001
AVP_AVPR1B	AVP	AVPR1B	large_intestine	HBM942.WHFC.488_reg001
OXT_AVPR2	OXT	AVPR2	large_intestine	HBM942.WHFC.488_reg001
AVP_AVPR2	AVP	AVPR2	large_intestine	HBM942.WHFC.488_reg001
PTHLH_PTH1R	PTHLH	PTH1R	large_intestine	HBM942.WHFC.488_reg001
PTHLH_PTH2R	PTHLH	PTH2R	large_intestine	HBM942.WHFC.488_reg001
ADCYAP1_ADCYAP1R1	ADCYAP1	ADCYAP1R1	large_intestine	HBM942.WHFC.488_reg001
ADCYAP1_VIPR1	ADCYAP1	VIPR1	large_intestine	HBM942.WHFC.488_reg001
SCT_VIPR1	SCT	VIPR1	large_intestine	HBM942.WHFC.488_reg001
ADCYAP1_VIPR2	ADCYAP1	VIPR2	large_intestine	HBM942.WHFC.488_reg001
SCT_VIPR2	SCT	VIPR2	large_intestine	HBM942.WHFC.488_reg001
PGF_FLT1	PGF	FLT1	large_intestine	HBM942.WHFC.488_reg001
VEGFA_FLT1	VEGFA	FLT1	large_intestine	HBM942.WHFC.488_reg001
VEGFB_FLT1	VEGFB	FLT1	large_intestine	HBM942.WHFC.488_reg001
PGF_NRP1	PGF	NRP1	large_intestine	HBM942.WHFC.488_reg001
SEMA3A_NRP1	SEMA3A	NRP1	large_intestine	HBM942.WHFC.488_reg001
VEGFA_NRP1	VEGFA	NRP1	large_intestine	HBM942.WHFC.488_reg001
VEGFB_NRP1	VEGFB	NRP1	large_intestine	HBM942.WHFC.488_reg001
PGF_NRP2	PGF	NRP2	large_intestine	HBM942.WHFC.488_reg001
SEMA3C_NRP2	SEMA3C	NRP2	large_intestine	HBM942.WHFC.488_reg001
SEMA3F_NRP2	SEMA3F	NRP2	large_intestine	HBM942.WHFC.488_reg001
VEGFA_NRP2	VEGFA	NRP2	large_intestine	HBM942.WHFC.488_reg001
PLAU_PLAUR	PLAU	PLAUR	large_intestine	HBM942.WHFC.488_reg001
PDGFA_PDGFRA	PDGFA	PDGFRA	large_intestine	HBM942.WHFC.488_reg001
PDGFB_PDGFRA	PDGFB	PDGFRA	large_intestine	HBM942.WHFC.488_reg001
PDGFC_PDGFRA	PDGFC	PDGFRA	large_intestine	HBM942.WHFC.488_reg001
PDGFB_PDGFRB	PDGFB	PDGFRB	large_intestine	HBM942.WHFC.488_reg001
PDGFD_PDGFRB	PDGFD	PDGFRB	large_intestine	HBM942.WHFC.488_reg001
PODXL_SELL	PODXL	SELL	large_intestine	HBM942.WHFC.488_reg001
PODXL2_SELL	PODXL2	SELL	large_intestine	HBM942.WHFC.488_reg001
SELPLG_SELL	SELPLG	SELL	large_intestine	HBM942.WHFC.488_reg001
PODXL2_SELP	PODXL2	SELP	large_intestine	HBM942.WHFC.488_reg001
SELPLG_SELP	SELPLG	SELP	large_intestine	HBM942.WHFC.488_reg001
PVR_CD226	PVR	CD226	large_intestine	HBM942.WHFC.488_reg001
PVR_CD96	PVR	CD96	large_intestine	HBM942.WHFC.488_reg001
GCG_GLP1R	GCG	GLP1R	large_intestine	HBM942.WHFC.488_reg001
GCG_GLP2R	GCG	GLP2R	large_intestine	HBM942.WHFC.488_reg001
PMCH_MCHR1	PMCH	MCHR1	large_intestine	HBM942.WHFC.488_reg001
NPY_NPY1R	NPY	NPY1R	large_intestine	HBM942.WHFC.488_reg001
PPY_NPY1R	PPY	NPY1R	large_intestine	HBM942.WHFC.488_reg001
PYY_NPY1R	PYY	NPY1R	large_intestine	HBM942.WHFC.488_reg001
NPY_NPY2R	NPY	NPY2R	large_intestine	HBM942.WHFC.488_reg001
PPY_NPY2R	PPY	NPY2R	large_intestine	HBM942.WHFC.488_reg001
PYY_NPY2R	PYY	NPY2R	large_intestine	HBM942.WHFC.488_reg001
GNRH1_GNRHR	GNRH1	GNRHR	large_intestine	HBM942.WHFC.488_reg001
GNRH2_GNRHR	GNRH2	GNRHR	large_intestine	HBM942.WHFC.488_reg001
GNRH1_GNRHR2	GNRH1	GNRHR2	large_intestine	HBM942.WHFC.488_reg001
GNRH2_GNRHR2	GNRH2	GNRHR2	large_intestine	HBM942.WHFC.488_reg001
RLN2_RXFP1	RLN2	RXFP1	large_intestine	HBM942.WHFC.488_reg001
RLN3_RXFP1	RLN3	RXFP1	large_intestine	HBM942.WHFC.488_reg001
PSAP_GPR37	PSAP	GPR37	large_intestine	HBM942.WHFC.488_reg001
PSAP_GPR37L1	PSAP	GPR37L1	large_intestine	HBM942.WHFC.488_reg001
RSPO1_LGR4	RSPO1	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO3_LGR4	RSPO3	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO4_LGR4	RSPO4	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO1_LGR5	RSPO1	LGR5	large_intestine	HBM942.WHFC.488_reg001
RSPO3_LGR5	RSPO3	LGR5	large_intestine	HBM942.WHFC.488_reg001
RSPO4_LGR5	RSPO4	LGR5	large_intestine	HBM942.WHFC.488_reg001
RSPO1_LGR6	RSPO1	LGR6	large_intestine	HBM942.WHFC.488_reg001
RSPO3_LGR6	RSPO3	LGR6	large_intestine	HBM942.WHFC.488_reg001
RSPO4_LGR6	RSPO4	LGR6	large_intestine	HBM942.WHFC.488_reg001
RELN_LRP8	RELN	LRP8	large_intestine	HBM942.WHFC.488_reg001
RELN_VLDLR	RELN	VLDLR	large_intestine	HBM942.WHFC.488_reg001
RARRES2_CMKLR1	RARRES2	CMKLR1	large_intestine	HBM942.WHFC.488_reg001
SOSTDC1_LRP5	SOSTDC1	LRP5	large_intestine	HBM942.WHFC.488_reg001
DKK1_LRP5	DKK1	LRP5	large_intestine	HBM942.WHFC.488_reg001
SOSTDC1_LRP6	SOSTDC1	LRP6	large_intestine	HBM942.WHFC.488_reg001
DKK1_LRP6	DKK1	LRP6	large_intestine	HBM942.WHFC.488_reg001
DKK2_LRP6	DKK2	LRP6	large_intestine	HBM942.WHFC.488_reg001
SCT_SCTR	SCT	SCTR	large_intestine	HBM942.WHFC.488_reg001
SELE_GLG1	SELE	GLG1	large_intestine	HBM942.WHFC.488_reg001
SEMA3E_PLXND1	SEMA3E	PLXND1	large_intestine	HBM942.WHFC.488_reg001
SEMA4A_PLXND1	SEMA4A	PLXND1	large_intestine	HBM942.WHFC.488_reg001
SEMA4C_PLXNB2	SEMA4C	PLXNB2	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_PLXNB2	SEMA4D	PLXNB2	large_intestine	HBM942.WHFC.488_reg001
SEMA4G_PLXNB2	SEMA4G	PLXNB2	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_CD72	SEMA4D	CD72	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_PLXNB1	SEMA4D	PLXNB1	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_PTPRC	SEMA4D	PTPRC	large_intestine	HBM942.WHFC.488_reg001
SEMA5A_PLXNB3	SEMA5A	PLXNB3	large_intestine	HBM942.WHFC.488_reg001
SEMA7A_PLXNC1	SEMA7A	PLXNC1	large_intestine	HBM942.WHFC.488_reg001
SLITRK4_OLR1	SLITRK4	OLR1	large_intestine	HBM942.WHFC.488_reg001
SLIT1_ROBO1	SLIT1	ROBO1	large_intestine	HBM942.WHFC.488_reg001
SLIT2_ROBO1	SLIT2	ROBO1	large_intestine	HBM942.WHFC.488_reg001
SLIT2_ROBO2	SLIT2	ROBO2	large_intestine	HBM942.WHFC.488_reg001
CORT_SSTR1	CORT	SSTR1	large_intestine	HBM942.WHFC.488_reg001
SST_SSTR1	SST	SSTR1	large_intestine	HBM942.WHFC.488_reg001
CORT_SSTR2	CORT	SSTR2	large_intestine	HBM942.WHFC.488_reg001
SST_SSTR2	SST	SSTR2	large_intestine	HBM942.WHFC.488_reg001
CORT_SSTR5	CORT	SSTR5	large_intestine	HBM942.WHFC.488_reg001
SST_SSTR5	SST	SSTR5	large_intestine	HBM942.WHFC.488_reg001
SDC1_ADGRA2	SDC1	ADGRA2	large_intestine	HBM942.WHFC.488_reg001
SDC2_ADGRA2	SDC2	ADGRA2	large_intestine	HBM942.WHFC.488_reg001
TAC1_TACR1	TAC1	TACR1	large_intestine	HBM942.WHFC.488_reg001
TAC3_TACR1	TAC3	TACR1	large_intestine	HBM942.WHFC.488_reg001
TAC1_TACR2	TAC1	TACR2	large_intestine	HBM942.WHFC.488_reg001
TAC3_TACR2	TAC3	TACR2	large_intestine	HBM942.WHFC.488_reg001
TAFA5_S1PR2	TAFA5	S1PR2	large_intestine	HBM942.WHFC.488_reg001
TAX1BP3_ADGRB1	TAX1BP3	ADGRB1	large_intestine	HBM942.WHFC.488_reg001
TAX1BP3_ADGRB2	TAX1BP3	ADGRB2	large_intestine	HBM942.WHFC.488_reg001
THY1_ADGRE2	THY1	ADGRE2	large_intestine	HBM942.WHFC.488_reg001
TF_TFR2	TF	TFR2	large_intestine	HBM942.WHFC.488_reg001
TF_TFRC	TF	TFRC	large_intestine	HBM942.WHFC.488_reg001
TGFB1_TGFBR3	TGFB1	TGFBR3	large_intestine	HBM942.WHFC.488_reg001
TGFB2_TGFBR3	TGFB2	TGFBR3	large_intestine	HBM942.WHFC.488_reg001
TGFB3_TGFBR3	TGFB3	TGFBR3	large_intestine	HBM942.WHFC.488_reg001
BTLA_TNFRSF14	BTLA	TNFRSF14	large_intestine	HBM942.WHFC.488_reg001
CD160_TNFRSF14	CD160	TNFRSF14	large_intestine	HBM942.WHFC.488_reg001
LTA_TNFRSF14	LTA	TNFRSF14	large_intestine	HBM942.WHFC.488_reg001
TNFSF14_TNFRSF14	TNFSF14	TNFRSF14	large_intestine	HBM942.WHFC.488_reg001
FASLG_FAS	FASLG	FAS	large_intestine	HBM942.WHFC.488_reg001
LTA_TNFRSF1A	LTA	TNFRSF1A	large_intestine	HBM942.WHFC.488_reg001
TNF_TNFRSF1A	TNF	TNFRSF1A	large_intestine	HBM942.WHFC.488_reg001
LTA_TNFRSF1B	LTA	TNFRSF1B	large_intestine	HBM942.WHFC.488_reg001
TNF_TNFRSF1B	TNF	TNFRSF1B	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10A	TNFSF10	TNFRSF10A	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10B	TNFSF10	TNFRSF10B	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10C	TNFSF10	TNFRSF10C	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10D	TNFSF10	TNFRSF10D	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF11B	TNFSF10	TNFRSF11B	large_intestine	HBM942.WHFC.488_reg001
TNFSF12_TNFRSF12A	TNFSF12	TNFRSF12A	large_intestine	HBM942.WHFC.488_reg001
TNFSF12_TNFRSF25	TNFSF12	TNFRSF25	large_intestine	HBM942.WHFC.488_reg001
TNFSF15_TNFRSF25	TNFSF15	TNFRSF25	large_intestine	HBM942.WHFC.488_reg001
TNFSF13_TNFRSF13B	TNFSF13	TNFRSF13B	large_intestine	HBM942.WHFC.488_reg001
TNFSF13B_TNFRSF13B	TNFSF13B	TNFRSF13B	large_intestine	HBM942.WHFC.488_reg001
TNFSF13_TNFRSF17	TNFSF13	TNFRSF17	large_intestine	HBM942.WHFC.488_reg001
TNFSF13B_TNFRSF17	TNFSF13B	TNFRSF17	large_intestine	HBM942.WHFC.488_reg001
TNFSF13B_TNFRSF13C	TNFSF13B	TNFRSF13C	large_intestine	HBM942.WHFC.488_reg001
TNFSF18_TNFRSF18	TNFSF18	TNFRSF18	large_intestine	HBM942.WHFC.488_reg001
TNFSF4_TNFRSF4	TNFSF4	TNFRSF4	large_intestine	HBM942.WHFC.488_reg001
TNFSF8_TNFRSF8	TNFSF8	TNFRSF8	large_intestine	HBM942.WHFC.488_reg001
TNFSF9_TNFRSF9	TNFSF9	TNFRSF9	large_intestine	HBM942.WHFC.488_reg001
VEGFA_KDR	VEGFA	KDR	large_intestine	HBM942.WHFC.488_reg001
VEGFC_KDR	VEGFC	KDR	large_intestine	HBM942.WHFC.488_reg001
VEGFD_KDR	VEGFD	KDR	large_intestine	HBM942.WHFC.488_reg001
VEGFC_FLT4	VEGFC	FLT4	large_intestine	HBM942.WHFC.488_reg001
VEGFD_FLT4	VEGFD	FLT4	large_intestine	HBM942.WHFC.488_reg001
WNT1_CER1	WNT1	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT11_CER1	WNT11	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT16_CER1	WNT16	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT2B_CER1	WNT2B	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT3_CER1	WNT3	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT3A_CER1	WNT3A	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT4_CER1	WNT4	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT5A_CER1	WNT5A	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT5B_CER1	WNT5B	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT6_CER1	WNT6	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT7A_CER1	WNT7A	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT7B_CER1	WNT7B	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT8B_CER1	WNT8B	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT9A_CER1	WNT9A	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT9B_CER1	WNT9B	CER1	large_intestine	HBM942.WHFC.488_reg001
WNT1_FRZB	WNT1	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT10A_FRZB	WNT10A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT11_FRZB	WNT11	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT16_FRZB	WNT16	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT2B_FRZB	WNT2B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT3_FRZB	WNT3	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT3A_FRZB	WNT3A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT4_FRZB	WNT4	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT5A_FRZB	WNT5A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT5B_FRZB	WNT5B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT6_FRZB	WNT6	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT7A_FRZB	WNT7A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT7B_FRZB	WNT7B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT8B_FRZB	WNT8B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT9A_FRZB	WNT9A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT9B_FRZB	WNT9B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT1_SFRP1	WNT1	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT11_SFRP1	WNT11	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT16_SFRP1	WNT16	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT2B_SFRP1	WNT2B	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT3_SFRP1	WNT3	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT3A_SFRP1	WNT3A	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT4_SFRP1	WNT4	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT5A_SFRP1	WNT5A	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT5B_SFRP1	WNT5B	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT6_SFRP1	WNT6	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT7A_SFRP1	WNT7A	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT7B_SFRP1	WNT7B	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT8B_SFRP1	WNT8B	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT9A_SFRP1	WNT9A	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT9B_SFRP1	WNT9B	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT1_SFRP2	WNT1	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT11_SFRP2	WNT11	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT16_SFRP2	WNT16	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT2B_SFRP2	WNT2B	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT3_SFRP2	WNT3	SFRP2	large_intestine	HBM942.WHFC.488_reg001
